Log-ratio,p-value,minFDR,MSU Locus,Gene,Measure,Description
1.785061121,0.003142106,0.031475131,LOC_Os02g09050,LOC_Os02g09050,LOC_Os02g09050,expressed protein
1.784488738,0.000835439,0.015858206,LOC_Os04g44100,LOC_Os04g44100,LOC_Os04g44100,expressed protein
1.784433842,2.53127E-05,0.004876283,LOC_Os10g39220,LOC_Os10g39220,LOC_Os10g39220,"tobamovirus multiplication protein, putative, expressed"
1.782303572,0.001019243,0.017521956,LOC_Os01g64670,LOC_Os01g64670,LOC_Os01g64670,"soluble inorganic pyrophosphatase, putative, expressed"
1.78075099,0.000476102,0.012189604,LOC_Os03g14010,LOC_Os03g14010,LOC_Os03g14010,"glycosyl hydrolase family 10 protein, putative, expressed"
1.77858901,0.006526098,0.048747696,LOC_Os04g43680,LOC_Os04g43680,LOC_Os04g43680,"MYB family transcription factor, putative, expressed"
1.777026832,1.5575E-05,0.004294599,LOC_Os05g49440,LOC_Os05g49440,LOC_Os05g49440,"DUF1264 domain containing protein, putative, expressed"
1.777006149,0.000222497,0.009006742,LOC_Os03g22200,LOC_Os03g22200,LOC_Os03g22200,"nodulin MtN3 family protein, putative, expressed"
1.776050568,0.001285104,0.019374553,LOC_Os08g10500,LOC_Os08g10500,LOC_Os08g10500,expressed protein
1.774807811,0.003412376,0.032847838,LOC_Os01g67950,LOC_Os01g67950,LOC_Os01g67950,"ubiquitin family protein, putative, expressed"
1.774166405,0.002396294,0.026962355,LOC_Os01g62600,LOC_Os01g62600,LOC_Os01g62600,"laccase precursor protein, putative, expressed"
1.771495581,0.001413938,0.020357592,LOC_Os06g02040,LOC_Os06g02040,LOC_Os06g02040,"late embryogenesis abundant group 1, putative, expressed"
1.770059109,4.23619E-05,0.00533286,LOC_Os01g09640,LOC_Os01g09640,LOC_Os01g09640,"Myb transcription factor, putative, expressed"
1.767171383,0.004613849,0.039264088,LOC_Os11g45740,LOC_Os11g45740,LOC_Os11g45740,"MYB family transcription factor, putative, expressed"
1.766177103,0.000667911,0.014392547,LOC_Os09g04100,LOC_Os09g04100,LOC_Os09g04100,expressed protein
1.761522055,0.007416643,0.052801131,LOC_Os01g11600,LOC_Os01g11600,LOC_Os01g11600,expressed protein
1.761261821,0.000744764,0.015035916,LOC_Os01g02930,LOC_Os01g02930,LOC_Os01g02930,"glycosyltransferase protein, putative, expressed"
1.757724285,0.003356802,0.032570309,LOC_Os01g70850,LOC_Os01g70850,LOC_Os01g70850,"esterase, putative, expressed"
1.757381678,0.000177463,0.008213238,LOC_Os12g17160,LOC_Os12g17160,LOC_Os12g17160,"flavonol sulfotransferase, putative, expressed"
1.753598452,0.013450504,0.07799299,LOC_Os08g42570,LOC_Os08g42570,LOC_Os08g42570,"plant protein of unknown function domain containing protein, expressed"
1.75144434,0.000768435,0.015213353,LOC_Os04g58390,LOC_Os04g58390,LOC_Os04g58390,"allantoinase, putative, expressed"
1.74981451,1.83189E-05,0.004438048,LOC_Os12g40550,LOC_Os12g40550,LOC_Os12g40550,"peptidase, putative, expressed"
1.74833256,0.004863379,0.040531707,LOC_Os07g30600,LOC_Os07g30600,LOC_Os07g30600,"male sterility protein, putative, expressed"
1.747368574,0.002302533,0.026346588,LOC_Os01g52530,LOC_Os01g52530,LOC_Os01g52530,"phosphoribosyl transferase, putative, expressed"
1.744660378,0.016082089,0.087434492,LOC_Os04g22120,LOC_Os04g22120,LOC_Os04g22120,"protein kinase, putative, expressed"
1.744614124,0.006706216,0.049606588,LOC_Os01g72900,LOC_Os01g72900,LOC_Os01g72900,"abscisic stress-ripening, putative, expressed"
1.742512047,0.012498962,0.07416912,LOC_Os10g33810,LOC_Os10g33810,LOC_Os10g33810,"myb-related protein Myb4, putative, expressed"
1.739732355,0.00705756,0.051087467,LOC_Os03g41060,LOC_Os03g41060,LOC_Os03g41060,"GASR2 - Gibberellin-regulated GASA/GAST/Snakin family protein precursor, putative, expressed"
1.737525463,0.000505137,0.012542243,LOC_Os02g49480,LOC_Os02g49480,LOC_Os02g49480,"helix-loop-helix DNA-binding domain containing protein, expressed"
1.734704494,0.001156336,0.018566525,LOC_Os04g14690,LOC_Os04g14690,LOC_Os04g14690,"flavin-containing monooxygenase family protein, putative, expressed"
1.734532595,0.009530973,0.062047654,LOC_Os03g52910,LOC_Os03g52910,LOC_Os03g52910,"uncharacterized UPF0114 domain containing protein, expressed"
1.730791092,0.000232886,0.009215131,LOC_Os09g36200,LOC_Os09g36200,LOC_Os09g36200,"senescence-inducible chloroplast stay-green protein 1, putative, expressed"
1.730162859,0.000176258,0.00820812,LOC_Os01g55340,LOC_Os01g55340,LOC_Os01g55340,"dof zinc finger domain containing protein, putative, expressed"
1.726017475,0.002308678,0.026370977,LOC_Os06g39240,LOC_Os06g39240,LOC_Os06g39240,"endothelial differentiation-related factor 1, putative, expressed"
1.723464012,0.001170121,0.018661376,LOC_Os04g55200,LOC_Os04g55200,LOC_Os04g55200,"coatomer subunit epsilon, putative, expressed"
1.7218256,0.002339584,0.026565139,LOC_Os01g63060,LOC_Os01g63060,LOC_Os01g63060,"phosphatidic acid phosphatase-related, putative, expressed"
1.716470331,0.000710344,0.014789844,LOC_Os01g70500,LOC_Os01g70500,LOC_Os01g70500,expressed protein
1.714523315,0.004195737,0.037179312,LOC_Os02g01590,LOC_Os02g01590,LOC_Os02g01590,"glycosyl hydrolases, putative, expressed"
1.714448452,0.000934409,0.016924358,LOC_Os08g04630,LOC_Os08g04630,LOC_Os08g04630,"external NADH-ubiquinone oxidoreductase 1, mitochondrial precursor, putative, expressed"
1.714056969,3.68247E-05,0.005281121,LOC_Os06g03930,LOC_Os06g03930,LOC_Os06g03930,"cytochrome P450 86A1, putative, expressed"
1.712890387,0.009527109,0.062047654,LOC_Os12g24320,LOC_Os12g24320,LOC_Os12g24320,"ATPase 3, putative, expressed"
1.709873676,0.000563234,0.01324272,LOC_Os03g32470,LOC_Os03g32470,LOC_Os03g32470,"leucoanthocyanidin dioxygenase, putative, expressed"
1.709289074,5.51487E-06,0.003915718,LOC_Os08g43620,LOC_Os08g43620,LOC_Os08g43620,expressed protein
1.709056377,0.000623461,0.013914012,LOC_Os07g08430,LOC_Os07g08430,LOC_Os07g08430,"indole-3-glycerol phosphate lyase, chloroplast precursor, putative, expressed"
1.703252077,0.00023875,0.009296672,LOC_Os02g50700,LOC_Os02g50700,LOC_Os02g50700,expressed protein
1.702049583,0.007641057,0.053860069,LOC_Os12g10140,LOC_Os12g10140,LOC_Os12g10140,"O-methyltransferase, putative, expressed"
1.700041056,0.00173874,0.02267295,LOC_Os01g53240,LOC_Os01g53240,LOC_Os01g53240,"BURP domain containing protein, expressed"
1.699947119,0.001454143,0.020603583,LOC_Os05g24780,LOC_Os05g24780,LOC_Os05g24780,"OsCML21 - Calmodulin-related calcium sensor protein, expressed"
1.699520677,0.007002438,0.050846529,LOC_Os03g19370,LOC_Os03g19370,LOC_Os03g19370,"CPuORF4 - conserved peptide uORF-containing transcript, expressed"
1.696952105,0.003193085,0.031707925,LOC_Os11g04560,LOC_Os11g04560,LOC_Os11g04560,"calmodulin-like protein 1, putative, expressed"
1.69612056,0.004610646,0.039264088,LOC_Os01g24010,LOC_Os01g24010,LOC_Os01g24010,"pleiotropic drug resistance protein, putative, expressed"
1.695948839,0.002855253,0.029738904,LOC_Os03g46060,LOC_Os03g46060,LOC_Os03g46060,"thaumatin family domain containing protein, expressed"
1.694356203,0.00044237,0.01177326,LOC_Os06g48240,LOC_Os06g48240,LOC_Os06g48240,"AAA ATPase, putative, expressed"
1.694219828,0.000988376,0.017260346,LOC_Os03g27990,LOC_Os03g27990,LOC_Os03g27990,"STRUBBELIG-RECEPTOR FAMILY 7 precursor, putative, expressed"
1.692999601,0.000128809,0.007292597,LOC_Os04g51410,LOC_Os04g51410,LOC_Os04g51410,expressed protein
1.692171335,0.01154674,0.070552333,LOC_Os11g37210,LOC_Os11g37210,LOC_Os11g37210,"MTN26L5 - MtN26 family protein precursor, expressed"
1.692020655,0.00818057,0.05641995,LOC_Os06g36560,LOC_Os06g36560,LOC_Os06g36560,"inositol oxygenase, putative, expressed"
1.691355228,0.000680187,0.01454489,LOC_Os04g35790,LOC_Os04g35790,LOC_Os04g35790,"GLTP domain containing protein, putative, expressed"
1.690888166,3.27583E-05,0.005103969,LOC_Os08g44390,LOC_Os08g44390,LOC_Os08g44390,"EF hand family protein, putative, expressed"
1.688569784,0.002935124,0.030217859,LOC_Os12g28137,LOC_Os12g28137,LOC_Os12g28137,"ATPase 3, putative, expressed"
1.688371181,0.001267698,0.019290449,LOC_Os12g13380,LOC_Os12g13380,LOC_Os12g13380,"adenylate kinase, putative, expressed"
1.684597492,9.05695E-06,0.004079812,LOC_Os02g12890,LOC_Os02g12890,LOC_Os02g12890,"cytochrome P450, putative, expressed"
1.68390809,0.001378511,0.02014085,LOC_Os08g34500,LOC_Os08g34500,LOC_Os08g34500,expressed protein
1.683816433,1.53869E-05,0.004289679,LOC_Os01g07590,LOC_Os01g07590,LOC_Os01g07590,"universal stress protein domain containing protein, putative, expressed"
1.680810928,0.00018453,0.008333666,LOC_Os02g30110,LOC_Os02g30110,LOC_Os02g30110,"cytochrome P450, putative, expressed"
1.677792311,0.002260536,0.026035614,LOC_Os03g13050,LOC_Os03g13050,LOC_Os03g13050,"E2F-related protein, putative, expressed"
1.675793588,0.002877434,0.029843856,LOC_Os05g26250,LOC_Os05g26250,LOC_Os05g26250,"PROLM3 - Prolamin precursor, putative, expressed"
1.675435901,0.007633763,0.053842143,LOC_Os07g02570,LOC_Os07g02570,LOC_Os07g02570,"NB-ARC domain containing protein, expressed"
1.671441346,0.000976071,0.017174266,LOC_Os05g33130,LOC_Os05g33130,LOC_Os05g33130,"CHIT17 - Chitinase family protein precursor, expressed"
1.671201348,0.016731154,0.089637748,LOC_Os04g45980,LOC_Os04g45980,LOC_Os04g45980,"glycine-rich cell wall protein, putative, expressed"
1.66685009,0.003314238,0.032364011,LOC_Os09g13440,LOC_Os09g13440,LOC_Os09g13440,expressed protein
1.66538763,4.95529E-05,0.005511324,LOC_Os07g43950,LOC_Os07g43950,LOC_Os07g43950,"RNA recognition motif containing protein, putative, expressed"
1.663487434,0.001614798,0.021825029,LOC_Os03g06200,LOC_Os03g06200,LOC_Os03g06200,"aminotransferase, putative, expressed"
1.662530661,0.00120053,0.018841706,LOC_Os07g35680,LOC_Os07g35680,LOC_Os07g35680,"TKL_IRAK_DUF26-lc22 - DUF26 kinases have homology to DUF26 containing loci, expressed"
1.661658764,0.000172753,0.008153642,LOC_Os04g01520,LOC_Os04g01520,LOC_Os04g01520,expressed protein
1.659361839,0.000206242,0.008757871,LOC_Os02g09810,LOC_Os02g09810,LOC_Os02g09810,"amino acid transporter, putative, expressed"
1.658982992,0.000542307,0.01300296,LOC_Os02g32970,LOC_Os02g32970,LOC_Os02g32970,"hydrolase, alpha/beta fold family protein, putative, expressed"
1.658032179,0.001711324,0.022495095,LOC_Os01g65700,LOC_Os01g65700,LOC_Os01g65700,expressed protein
1.656204075,0.001701896,0.022459023,LOC_Os03g42520,LOC_Os03g42520,LOC_Os03g42520,expressed protein
1.65553683,9.98995E-05,0.00662498,LOC_Os01g57890,LOC_Os01g57890,LOC_Os01g57890,"Homeobox domain containing protein, expressed"
1.655483007,0.006200118,0.04730736,LOC_Os09g31970,LOC_Os09g31970,LOC_Os09g31970,"3-hydroxy-3-methylglutaryl-coenzyme A reductase, putative, expressed"
1.654557228,0.000112226,0.00690195,LOC_Os10g04520,LOC_Os10g04520,LOC_Os10g04520,expressed protein
1.653046906,0.015002793,0.083812174,LOC_Os01g62770,LOC_Os01g62770,LOC_Os01g62770,expressed protein
1.652251028,0.001194918,0.018814866,LOC_Os07g47550,LOC_Os07g47550,LOC_Os07g47550,"glucosyltransferase, putative, expressed"
1.648075104,0.00012928,0.007292597,LOC_Os03g13540,LOC_Os03g13540,LOC_Os03g13540,"Ser/Thr protein phosphatase family protein, putative, expressed"
1.64645344,0.001681505,0.022323479,LOC_Os03g55340,LOC_Os03g55340,LOC_Os03g55340,"pentatricopeptide, putative, expressed"
1.645083189,0.003203823,0.031711141,LOC_Os02g50730,LOC_Os02g50730,LOC_Os02g50730,"metalloendoproteinase 1 precursor, putative, expressed"
1.642557263,0.000114329,0.006914756,LOC_Os02g13800,LOC_Os02g13800,LOC_Os02g13800,"HSF-type DNA-binding domain containing protein, expressed"
1.637727976,0.003206018,0.031721113,LOC_Os09g36700,LOC_Os09g36700,LOC_Os09g36700,"ribonuclease T2 family domain containing protein, expressed"
1.63492918,0.000756816,0.015108112,LOC_Os12g39320,LOC_Os12g39320,LOC_Os12g39320,"DUF221 domain containing protein, expressed"
1.634593487,5.28839E-05,0.005668723,LOC_Os03g14915,LOC_Os03g14915,LOC_Os03g14915,expressed protein
1.633292317,0.000353085,0.010770384,LOC_Os03g22680,LOC_Os03g22680,LOC_Os03g22680,"RING finger and CHY zinc finger domain-containing protein 1, putative, expressed"
1.63324666,0.000186945,0.0083444,LOC_Os03g14910,LOC_Os03g14910,LOC_Os03g14910,expressed protein
1.632064104,0.000508463,0.012578235,LOC_Os08g39694,LOC_Os08g39694,LOC_Os08g39694,"cytochrome P450, putative, expressed"
1.629448533,0.00942933,0.061692487,LOC_Os11g43790,LOC_Os11g43790,LOC_Os11g43790,"DUF581 domain containing protein, expressed"
1.629318953,1.1199E-05,0.004193319,LOC_Os04g49000,LOC_Os04g49000,LOC_Os04g49000,"zinc finger, C3HC4 type domain containing protein, expressed"
1.628489494,0.00105674,0.017837323,LOC_Os01g70710,LOC_Os01g70710,LOC_Os01g70710,"heavy metal-associated domain containing protein, expressed"
1.628402948,0.000129146,0.007292597,LOC_Os09g33850,LOC_Os09g33850,LOC_Os09g33850,"osFTL4 FT-Like4 homologous to Flowering Locus T gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed"
1.626375198,0.001482442,0.020835719,LOC_Os02g39930,LOC_Os02g39930,LOC_Os02g39930,"OsTIL-1 Temperature-induced lipocalin-1, expressed"
1.624210417,0.000689761,0.014652434,LOC_Os01g62190,LOC_Os01g62190,LOC_Os01g62190,"ZOS1-15 - C2H2 zinc finger protein, expressed"
1.623906374,0.006871927,0.050342947,LOC_Os01g12100,LOC_Os01g12100,LOC_Os01g12100,expressed protein
1.622425467,0.012861047,0.075643248,LOC_Os01g65060,LOC_Os01g65060,LOC_Os01g65060,"S-domain receptor-like protein kinase, putative, expressed"
1.619234562,4.97061E-05,0.005511324,LOC_Os05g44770,LOC_Os05g44770,LOC_Os05g44770,"receptor-like protein kinase 5 precursor, putative, expressed"
1.616541862,0.002002748,0.024443314,LOC_Os01g37470,LOC_Os01g37470,LOC_Os01g37470,"asp/Glu racemase, putative, expressed"
1.616485238,8.87959E-05,0.006427654,LOC_Os05g42210,LOC_Os05g42210,LOC_Os05g42210,"serine/threonine-protein kinase receptor precursor, putative, expressed"
1.613516331,3.09692E-07,0.001854261,LOC_Os10g32680,LOC_Os10g32680,LOC_Os10g32680,expressed protein
1.613216221,8.8665E-05,0.006427654,LOC_Os09g12650,LOC_Os09g12650,LOC_Os09g12650,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha, putative, expressed"
1.608466864,0.001331212,0.019792011,LOC_Os02g12380,LOC_Os02g12380,LOC_Os02g12380,"histone deacetylase, putative, expressed"
1.608150482,5.06454E-07,0.002192403,LOC_Os03g02260,LOC_Os03g02260,LOC_Os03g02260,"DnaK family protein, putative, expressed"
1.606557369,0.000343903,0.010664804,LOC_Os05g04700,LOC_Os05g04700,LOC_Os05g04700,"OsRCI2-6 - Hydrophobic protein LTI6B, expressed"
1.60571146,0.001061367,0.017896409,LOC_Os09g26620,LOC_Os09g26620,LOC_Os09g26620,"auxin-repressed protein, putative, expressed"
1.6054914,0.000156803,0.007918008,LOC_Os04g12960,LOC_Os04g12960,LOC_Os04g12960,"UDP-glucoronosyl/UDP-glucosyl transferase, putative, expressed"
1.603214979,0.000591438,0.013545544,LOC_Os05g45540,LOC_Os05g45540,LOC_Os05g45540,expressed protein
1.599543571,0.001439557,0.02055442,LOC_Os06g24430,LOC_Os06g24430,LOC_Os06g24430,expressed protein
1.599107265,0.009959762,0.063837523,LOC_Os03g46070,LOC_Os03g46070,LOC_Os03g46070,"thaumatin, putative, expressed"
1.597822309,0.002535728,0.027897801,LOC_Os05g48650,LOC_Os05g48650,LOC_Os05g48650,"transcription factor HBP-1b, putative, expressed"
1.59596777,0.001443895,0.02055442,LOC_Os02g50350,LOC_Os02g50350,LOC_Os02g50350,"dihydroorotate dihydrogenase protein, putative, expressed"
1.595950603,5.96885E-05,0.005789999,LOC_Os01g52010,LOC_Os01g52010,LOC_Os01g52010,"alliin lyase precursor, putative, expressed"
1.595245361,8.95103E-06,0.004079812,LOC_Os09g27030,LOC_Os09g27030,LOC_Os09g27030,"oryzain gamma chain precursor, putative, expressed"
1.594258547,0.00033125,0.010576219,LOC_Os11g40590,LOC_Os11g40590,LOC_Os11g40590,"DUF1399 containing protein, putative, expressed"
1.593230486,0.0187809,0.097262459,LOC_Os12g22489,LOC_Os12g22489,LOC_Os12g22489,expressed protein
1.590332687,0.009328785,0.061292997,LOC_Os04g09260,LOC_Os04g09260,LOC_Os04g09260,"transferase family protein, putative, expressed"
1.590252399,8.19518E-06,0.004079812,LOC_Os10g37210,LOC_Os10g37210,LOC_Os10g37210,"FAD dependent oxidoreductase domain containing protein, expressed"
1.589617491,0.00581422,0.045347934,LOC_Os01g53040,LOC_Os01g53040,LOC_Os01g53040,"WRKY14, expressed"
1.589383483,0.002924001,0.030147095,LOC_Os06g09560,LOC_Os06g09560,LOC_Os06g09560,"heat shock protein DnaJ, putative, expressed"
1.587257385,1.37939E-05,0.004286233,LOC_Os10g35770,LOC_Os10g35770,LOC_Os10g35770,"E2F-related protein, putative, expressed"
1.585690081,0.018504087,0.096316852,LOC_Os07g30590,LOC_Os07g30590,LOC_Os07g30590,"LTPL55 - Protease inhibitor/seed storage/LTP family protein precursor, putative, expressed"
1.582684994,8.59926E-05,0.006424463,LOC_Os01g57450,LOC_Os01g57450,LOC_Os01g57450,"universal stress protein domain containing protein, putative, expressed"
1.582336903,0.001109287,0.018253803,LOC_Os07g09420,LOC_Os07g09420,LOC_Os07g09420,"ATPase, putative, expressed"
1.581316233,0.0074258,0.05284043,LOC_Os10g30560,LOC_Os10g30560,LOC_Os10g30560,"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
1.580572128,6.21536E-05,0.005789999,LOC_Os02g10310,LOC_Os02g10310,LOC_Os02g10310,"fumarylacetoacetase, putative, expressed"
1.580338359,0.000101994,0.006648163,LOC_Os01g67420,LOC_Os01g67420,LOC_Os01g67420,"lipase, putative, expressed"
1.577368081,0.00203209,0.024558527,LOC_Os03g17200,LOC_Os03g17200,LOC_Os03g17200,"plant-specific domain TIGR01589 family protein, expressed"
1.575119853,0.000400733,0.011264598,LOC_Os07g03020,LOC_Os07g03020,LOC_Os07g03020,expressed protein
1.572754323,0.000106587,0.006778845,LOC_Os03g53400,LOC_Os03g53400,LOC_Os03g53400,"transmembrane BAX inhibitor motif-containing protein, putative, expressed"
1.570598364,2.6228E-05,0.004907444,LOC_Os01g27750,LOC_Os01g27750,LOC_Os01g27750,"bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase,chloroplast precursor, putative, expressed"
1.568755627,0.009521216,0.062032207,LOC_Os01g56080,LOC_Os01g56080,LOC_Os01g56080,expressed protein
1.567327499,0.000817933,0.015645581,LOC_Os08g01150,LOC_Os08g01150,LOC_Os08g01150,"DTA2, putative, expressed"
1.567029715,0.00345935,0.033132609,LOC_Os01g59000,LOC_Os01g59000,LOC_Os01g59000,"cytochrome P450, putative, expressed"
1.566601992,0.007945494,0.055400356,LOC_Os06g25010,LOC_Os06g25010,LOC_Os06g25010,"glycosyl hydrolase, putative, expressed"
1.566364765,1.70251E-05,0.00433666,LOC_Os06g11290,LOC_Os06g11290,LOC_Os06g11290,"12-oxophytodienoate reductase, putative, expressed"
1.56539607,1.09927E-05,0.004193319,LOC_Os09g25934,LOC_Os09g25934,LOC_Os09g25934,expressed protein
1.563206196,0.00121849,0.01894967,LOC_Os02g56310,LOC_Os02g56310,LOC_Os02g56310,"calcium-dependent protein kinase isoform AK1, putative, expressed"
1.563204288,9.02854E-06,0.004079812,LOC_Os09g31482,LOC_Os09g31482,LOC_Os09g31482,"splicing factor U2AF, putative, expressed"
1.562893629,0.008313748,0.05694555,LOC_Os07g38130,LOC_Os07g38130,LOC_Os07g38130,"polygalacturonase inhibitor 1 precursor, putative, expressed"
1.562091768,0.015598676,0.085734044,LOC_Os03g39690,LOC_Os03g39690,LOC_Os03g39690,"cytochrome P450, putative, expressed"
1.560396671,0.00320285,0.031711141,LOC_Os05g28740,LOC_Os05g28740,LOC_Os05g28740,"universal stress protein domain containing protein, putative, expressed"
1.558524609,0.000534486,0.012874354,LOC_Os02g37910,LOC_Os02g37910,LOC_Os02g37910,expressed protein
1.557483196,0.002591328,0.028178852,LOC_Os03g21060,LOC_Os03g21060,LOC_Os03g21060,"No apical meristem protein, putative, expressed"
1.557057977,0.016261074,0.087991913,LOC_Os07g39720,LOC_Os07g39720,LOC_Os07g39720,expressed protein
1.554760695,0.002665648,0.028624816,LOC_Os07g42220,LOC_Os07g42220,LOC_Os07g42220,expressed protein
1.553965569,0.001222448,0.018968989,LOC_Os08g23150,LOC_Os08g23150,LOC_Os08g23150,"indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
1.553128958,0.001640858,0.022023757,LOC_Os05g48810,LOC_Os05g48810,LOC_Os05g48810,"dnaJ domain containing protein, expressed"
1.552499056,0.005806713,0.045345808,LOC_Os05g50100,LOC_Os05g50100,LOC_Os05g50100,expressed protein
1.552404165,0.006564593,0.048911388,LOC_Os08g32160,LOC_Os08g32160,LOC_Os08g32160,"oxidoreductase, 2OG-FeII oxygenase domain containing protein, putative, expressed"
1.551334143,0.011755595,0.071426571,LOC_Os01g63180,LOC_Os01g63180,LOC_Os01g63180,"laccase-6 precursor, putative, expressed"
1.547905922,0.000568637,0.013326498,LOC_Os01g03730,LOC_Os01g03730,LOC_Os01g03730,"nuclease PA3, putative, expressed"
1.547411442,0.001679722,0.022306885,LOC_Os11g29870,LOC_Os11g29870,LOC_Os11g29870,"WRKY72, expressed"
1.546845198,0.000589228,0.013509688,LOC_Os01g57854,LOC_Os01g57854,LOC_Os01g57854,"pectinesterase, putative, expressed"
1.54583478,0.015454825,0.085285399,LOC_Os06g03830,LOC_Os06g03830,LOC_Os06g03830,"retinol dehydrogenase, putative, expressed"
1.544477463,0.000113291,0.006911591,LOC_Os04g48750,LOC_Os04g48750,LOC_Os04g48750,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, expressed"
1.544164419,0.000117563,0.006984248,LOC_Os10g38590,LOC_Os10g38590,LOC_Os10g38590,"glutathione S-transferase, N-terminal domain containing protein, expressed"
1.54110527,0.010993226,0.068306025,LOC_Os01g72910,LOC_Os01g72910,LOC_Os01g72910,"abscisic stress-ripening, putative, expressed"
1.540789127,0.00010118,0.006648163,LOC_Os01g27210,LOC_Os01g27210,LOC_Os01g27210,"glutathione S-transferase, putative, expressed"
1.539405107,0.002043061,0.024655564,LOC_Os04g32620,LOC_Os04g32620,LOC_Os04g32620,"ethylene-responsive transcription factor ERF114, putative, expressed"
1.538688004,0.019222005,0.098765805,LOC_Os02g13600,LOC_Os02g13600,LOC_Os02g13600,expressed protein
1.538175821,4.06192E-05,0.00533286,LOC_Os07g07410,LOC_Os07g07410,LOC_Os07g07410,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed"
1.536962211,0.000174797,0.008167338,LOC_Os01g52330,LOC_Os01g52330,LOC_Os01g52330,"NB-ARC domain containing protein, expressed"
1.534738302,0.001911853,0.023788063,LOC_Os07g11739,LOC_Os07g11739,LOC_Os07g11739,"cytochrome P450, putative, expressed"
1.531803608,2.96619E-05,0.004992723,LOC_Os01g67220,LOC_Os01g67220,LOC_Os01g67220,"Os1bglu4 - beta-glucosidase-like protein without signal sequence, expressed"
1.531412125,3.86194E-05,0.005325553,LOC_Os03g04370,LOC_Os03g04370,LOC_Os03g04370,"protein-methionine-S-oxide reductase, putative, expressed"
1.531233549,0.000227601,0.009117165,LOC_Os10g41490,LOC_Os10g41490,LOC_Os10g41490,"CAMK_CAMK_like.41 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
1.529104233,0.000316004,0.010419008,LOC_Os09g16330,LOC_Os09g16330,LOC_Os09g16330,"pleiotropic drug resistance protein, putative, expressed"
1.526321888,4.68868E-05,0.005511324,LOC_Os05g02060,LOC_Os05g02060,LOC_Os05g02060,"mitochondrial import inner membrane translocase subunit Tim17, putative, expressed"
1.525389194,0.000602349,0.013690689,LOC_Os03g42810,LOC_Os03g42810,LOC_Os03g42810,"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
1.524713039,4.62598E-06,0.003915718,LOC_Os09g26880,LOC_Os09g26880,LOC_Os09g26880,"aldehyde dehydrogenase, putative, expressed"
1.524415731,0.000325249,0.010567314,LOC_Os05g37450,LOC_Os05g37450,LOC_Os05g37450,"starch binding domain containing protein, putative, expressed"
1.524058744,0.001808646,0.023082818,LOC_Os08g05780,LOC_Os08g05780,LOC_Os08g05780,expressed protein
1.523135185,0.000701445,0.014714193,LOC_Os02g09390,LOC_Os02g09390,LOC_Os02g09390,"cytochrome P450, putative, expressed"
1.522908688,3.9202E-06,0.003915718,LOC_Os05g02770,LOC_Os05g02770,LOC_Os05g02770,"glycine-rich cell wall structural protein precursor, putative, expressed"
1.520550489,0.000166391,0.008052882,LOC_Os02g37000,LOC_Os02g37000,LOC_Os02g37000,"mitochondrial prohibitin complex protein 1, putative, expressed"
1.519226909,7.97716E-05,0.006249217,LOC_Os09g29310,LOC_Os09g29310,LOC_Os09g29310,"zinc finger, C3HC4 type domain containing protein, expressed"
1.518074512,0.001689443,0.022358041,LOC_Os02g09490,LOC_Os02g09490,LOC_Os02g09490,"dehydrogenase, putative, expressed"
1.51792717,8.07177E-05,0.006265959,LOC_Os09g33690,LOC_Os09g33690,LOC_Os09g33690,"Os9bglu32 - beta-glucosidase homologue, similar to G. max hydroxyisourate hydrolase, expressed"
1.51589632,4.72299E-05,0.005511324,LOC_Os02g17390,LOC_Os02g17390,LOC_Os02g17390,"3-hydroxyacyl-CoA dehydrogenase, putative, expressed"
1.513723373,3.77726E-06,0.003915718,LOC_Os02g11130,LOC_Os02g11130,LOC_Os02g11130,"cytokinin-O-glucosyltransferase 3, putative, expressed"
1.513326049,0.010288217,0.065224589,LOC_Os02g12090,LOC_Os02g12090,LOC_Os02g12090,expressed protein
1.512964249,1.42845E-05,0.004286233,LOC_Os05g02230,LOC_Os05g02230,LOC_Os05g02230,expressed protein
1.512957335,0.000807277,0.015588962,LOC_Os10g04510,LOC_Os10g04510,LOC_Os10g04510,expressed protein
1.511308149,0.003887816,0.035646821,LOC_Os04g45510,LOC_Os04g45510,LOC_Os04g45510,expressed protein
1.510600328,0.000294113,0.010109693,LOC_Os07g43530,LOC_Os07g43530,LOC_Os07g43530,"helix-loop-helix DNA-binding domain containing protein, expressed"
1.509912014,0.00028987,0.010057133,LOC_Os12g03050,LOC_Os12g03050,LOC_Os12g03050,"no apical meristem protein, putative, expressed"
1.50987947,0.000143381,0.00762123,LOC_Os05g42200,LOC_Os05g42200,LOC_Os05g42200,"cyclin-B1-1, putative, expressed"
1.509661674,0.00012909,0.007292597,LOC_Os01g40280,LOC_Os01g40280,LOC_Os01g40280,"integral membrane protein, putative, expressed"
