Log-ratio,p-value,minFDR,Ensembl Gene,Gene,Measure,Description
1.51094532,0.011814156,0.08069826,Zm00001d046929,Zm00001d046929,Zm00001d046929,Protein transport protein Sec61 subunit gamma-3
1.508439302,5.43219E-06,0.0036206,Zm00001d038408,Zm00001d038408,Zm00001d038408,Protein NETWORKED 2D
1.506913662,0.000961071,0.020384662,Zm00001d012998,Zm00001d012998,Zm00001d012998,50S ribosomal protein L17 chloroplastic
1.503760099,9.41457E-05,0.008077398,Zm00001d008869,Zm00001d008869,Zm00001d008869,Class III HD-Zip III protein HB8%253B Putative homeobox/bZIP/lipid-binding protein family
1.500492573,0.005335709,0.049874358,Zm00001d049054,Zm00001d049054,Zm00001d049054,Cysteine proteinases superfamily protein
1.500235081,0.000123929,0.008549813,Zm00001d043880,Zm00001d043880,Zm00001d043880,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1
1.500029087,0.000458233,0.014853076,Zm00001d022602,Zm00001d022602,Zm00001d022602,universal stress family protein
1.498835087,0.000183511,0.010063099,Zm00001d049552,Zm00001d049552,Zm00001d049552,60S ribosomal protein L34-3
1.498535633,1.91063E-05,0.0052729,Zm00001d005808,Zm00001d005808,Zm00001d005808,Probable ethanolamine kinase
1.498435259,0.009031572,0.068312663,Zm00001d043992,Zm00001d043992,Zm00001d043992,bZIP transcription factor1
1.498237915,0.004943612,0.047788253,Zm00001d036876,Zm00001d036876,Zm00001d036876,Protein NUCLEAR FUSION DEFECTIVE 4
1.49476409,0.000333619,0.012626801,Zm00001d023530,Zm00001d023530,Zm00001d023530,abscisic acid stress ripening1
1.492961884,0.000345482,0.012914211,Zm00001d020708,Zm00001d020708,Zm00001d020708,Remorin family protein
1.49251318,0.002780552,0.034634915,Zm00001d017271,Zm00001d017271,Zm00001d017271,Adenosine kinase 2
1.491094112,0.004239379,0.043664053,Zm00001d013067,Zm00001d013067,Zm00001d013067,Histone H1
1.487389088,0.000210567,0.010517596,Zm00001d049933,Zm00001d049933,Zm00001d049933,ribosomal protein S25
1.487154365,0.008658589,0.066572122,Zm00001d021943,Zm00001d021943,Zm00001d021943,Putative polyol transporter 1
1.486825705,0.002798966,0.034760133,Zm00001d033229,Zm00001d033229,Zm00001d033229,Ornithine aminotransferase mitochondrial
1.482291579,0.003936422,0.041802822,Zm00001d024939,Zm00001d024939,Zm00001d024939,Phosphoglycerate mutase-like protein
1.48203373,0.001595544,0.025833291,Zm00001d032423,Zm00001d032423,Zm00001d032423,dormancy associated1
1.481826305,0.001526723,0.025439342,Zm00001d037875,Zm00001d037875,Zm00001d037875,elongation factor alpha2
1.480432034,8.6486E-05,0.007903162,Zm00001d035937,Zm00001d035937,Zm00001d035937,Chaperonin 60 subunit beta 2 chloroplastic
1.479326606,0.000276988,0.011661969,Zm00001d042663,Zm00001d042663,Zm00001d042663,5'-3' exonuclease family protein
1.479175553,0.001633175,0.026064827,Zm00001d017287,Zm00001d017287,Zm00001d017287,Auxin response factor 16
1.477369785,0.012415326,0.083030659,Zm00001d034643,Zm00001d034643,Zm00001d034643,Actin-depolymerizing factor 10
1.476784945,0.005538438,0.050898232,Zm00001d034049,Zm00001d034049,Zm00001d034049,Brittle stalk-2-like protein 3
1.475445509,0.00135594,0.023958085,Zm00001d008422,Zm00001d008422,Zm00001d008422,Protein EXECUTER 2 chloroplastic
1.470441103,0.005954923,0.053184508,Zm00001d020974,Zm00001d020974,Zm00001d020974,Chitinase-like protein 1
1.469747543,0.003170703,0.037003834,Zm00001d033559,Zm00001d033559,Zm00001d033559,Costars family protein
1.469094753,0.002207738,0.030398142,Zm00001d028043,Zm00001d028043,Zm00001d028043,MFP1 attachment factor 1
1.468268692,0.013074788,0.085706445,Zm00001d003954,Zm00001d003954,Zm00001d003954,Major facilitator superfamily protein
1.46698302,0.000230601,0.010762949,Zm00001d005926,Zm00001d005926,Zm00001d005926,Threonine endopeptidase
1.466835737,1.54822E-05,0.004986391,Zm00001d005036,Zm00001d005036,Zm00001d005036,Serine/threonine-protein kinase
1.466792583,0.000276631,0.011661969,Zm00001d037239,Zm00001d037239,Zm00001d037239,glycine-rich protein
1.465530872,0.000198278,0.010245836,Zm00001d003767,Zm00001d003767,Zm00001d003767,Photosystem I subunit O
1.464500427,0.000811364,0.01918311,Zm00001d033777,Zm00001d033777,Zm00001d033777,Receptor-like kinase TMK2
1.459891319,0.000101163,0.008077398,Zm00001d029543,Zm00001d029543,Zm00001d029543,40S ribosomal protein S19-3
1.459639311,0.000160729,0.009550202,Zm00001d022184,Zm00001d022184,Zm00001d022184,Putative pentatricopeptide repeat-containing protein
1.45901072,0.004904686,0.047584989,Zm00001d051501,Zm00001d051501,Zm00001d051501,RING-H2 finger protein ATL80
1.455034256,0.001960224,0.028776732,Zm00001d013672,Zm00001d013672,Zm00001d013672,puncate vascular expression1
1.45349884,0.000114756,0.008387843,Zm00001d012393,Zm00001d012393,Zm00001d012393,Integral membrane HRF1 family protein
1.451235294,6.28122E-05,0.00745962,Zm00001d038866,Zm00001d038866,Zm00001d038866,alpha/beta-Hydrolases superfamily protein
1.450173855,0.000438416,0.014647648,Zm00001d044045,Zm00001d044045,Zm00001d044045,GDSL esterase/lipase
1.44720602,0.000186096,0.010063099,Zm00001d047423,Zm00001d047423,Zm00001d047423,Peptidase C15 pyroglutamyl peptidase I-like
1.447018385,0.003473945,0.038995053,Zm00001d016974,Zm00001d016974,Zm00001d016974,F-box protein GID2
1.446817994,0.001732308,0.026957369,Zm00001d029183,Zm00001d029183,Zm00001d029183,cytochrome P450 family 81 subfamily D polypeptide 8
1.446564913,0.003074695,0.0364075,Zm00001d009497,Zm00001d009497,Zm00001d009497,CDP-diacylglycerol--serine O-phosphatidyltransferase 1
1.445788387,0.000185437,0.010063099,Zm00001d043709,Zm00001d043709,Zm00001d043709,Late embryogenesis abundant protein%252C group 3
1.445728302,0.001205288,0.022595894,Zm00001d037873,Zm00001d037873,Zm00001d037873,elongation factor alpha3
1.444853306,0.00173598,0.02700383,Zm00001d047534,Zm00001d047534,Zm00001d047534,ABC transporter E family member 2
1.444809437,0.006581634,0.056534214,Zm00001d026578,Zm00001d026578,Zm00001d026578,60S acidic ribosomal protein P2-5
1.443865776,0.000122912,0.008524475,Zm00001d012878,Zm00001d012878,Zm00001d012878,ribosomal protein S4
1.442967445,0.003939794,0.041804306,Zm00001d024001,Zm00001d024001,Zm00001d024001,beta-glucosidase3
1.440455854,0.012690072,0.084124139,Zm00001d044647,Zm00001d044647,Zm00001d044647,Probable protein S-acyltransferase 4
1.43995595,0.008580935,0.066203001,Zm00001d020309,Zm00001d020309,Zm00001d020309,Enolase 1 chloroplastic
1.43928504,6.04489E-06,0.003644525,Zm00001d030860,Zm00001d030860,Zm00001d030860,CSC1-like protein HYP1
1.439080596,0.002341425,0.031413919,Zm00001d037495,Zm00001d037495,Zm00001d037495,Major facilitator superfamily protein
1.439005136,0.000260157,0.011304325,Zm00001d045028,Zm00001d045028,Zm00001d045028,Nucleolar GTP-binding protein 1
1.43582058,9.09948E-05,0.008024042,Zm00001d013034,Zm00001d013034,Zm00001d013034,40S ribosomal protein S2-1
1.435393095,0.004447494,0.044903358,Zm00001d011036,Zm00001d011036,Zm00001d011036,Legumin-like protein%253B Putative rmlC-like cupins superfamily protein
1.434177399,0.00025643,0.011241764,Zm00001d028375,Zm00001d028375,Zm00001d028375,B-cell receptor-associated 31-like
1.43348527,0.000593009,0.016719998,Zm00001d027618,Zm00001d027618,Zm00001d027618,60S ribosomal protein L21-1
1.432560444,0.001741584,0.027023548,Zm00001d041352,Zm00001d041352,Zm00001d041352,Adenine phosphoribosyltransferase 1 chloroplastic
1.432253599,0.001629531,0.026049778,Zm00001d003715,Zm00001d003715,Zm00001d003715,Structural molecule
1.431327343,0.000107109,0.008274588,Zm00001d032775,Zm00001d032775,Zm00001d032775,Eukaryotic translation initiation factor isoform 4E
1.429803133,0.000789654,0.019008318,Zm00001d021046,Zm00001d021046,Zm00001d021046,Oleoyl-acyl carrier protein thioesterase 2 chloroplastic
1.428910732,0.001893255,0.028136943,Zm00001d016506,Zm00001d016506,Zm00001d016506,Probable UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC
1.428548813,0.000466901,0.014921895,Zm00001d050300,Zm00001d050300,Zm00001d050300,RNA-binding (RRM/RBD/RNP motifs) family protein
1.428136826,0.001889516,0.028102615,Zm00001d036567,Zm00001d036567,Zm00001d036567,40S ribosomal protein S14-3
1.426839828,3.36832E-06,0.0036206,Zm00001d034283,Zm00001d034283,Zm00001d034283,Photosystem I reaction center subunit III
1.42674613,3.0776E-05,0.005837848,Zm00001d034897,Zm00001d034897,Zm00001d034897,Plastid-specific 30S ribosomal protein 1
1.426416636,8.19883E-05,0.007844545,Zm00001d044508,Zm00001d044508,Zm00001d044508,Cysteine-rich receptor-like protein kinase 2
1.42587781,0.000720419,0.018294137,Zm00001d005513,Zm00001d005513,Zm00001d005513,Co-chaperone GrpE family protein
1.424641848,0.000141347,0.009148986,Zm00001d022166,Zm00001d022166,Zm00001d022166,Putative CDPK-related protein kinase
1.424478292,0.007197208,0.059415763,Zm00001d037943,Zm00001d037943,Zm00001d037943,Putative RING zinc finger domain superfamily protein
1.423613548,0.010214478,0.07397314,Zm00001d036293,Zm00001d036293,Zm00001d036293,Caffeoyl-CoA O-methyltransferase1
1.423357964,0.000200335,0.010311499,Zm00001d047581,Zm00001d047581,Zm00001d047581,30S ribosomal protein S1
1.422533512,5.37879E-06,0.0036206,Zm00001d013146,Zm00001d013146,Zm00001d013146,Photosystem I reaction center subunit III chloroplastic
1.42135191,4.4076E-05,0.006515963,Zm00001d015366,Zm00001d015366,Zm00001d015366,Porphobilinogen deaminase chloroplastic
1.419061661,0.005868755,0.052786581,Zm00001d023427,Zm00001d023427,Zm00001d023427,genomes uncoupled4 homolog
1.416280746,0.001497598,0.025113667,Zm00001d006064,Zm00001d006064,Zm00001d006064,60S ribosomal protein L32-1
1.413497686,0.000650802,0.017528863,Zm00001d002433,Zm00001d002433,Zm00001d002433,OSJNBa0083N12.13 protein%3B  protein
1.412504673,0.000472753,0.015022299,Zm00001d035090,Zm00001d035090,Zm00001d035090,Beta-16-galactosyltransferase GALT31A
1.412197709,0.000444197,0.014753481,Zm00001d031993,Zm00001d031993,Zm00001d031993,Rhamnogalacturonate lyase family protein
1.411844492,0.000679199,0.017831227,Zm00001d027344,Zm00001d027344,Zm00001d027344,Major facilitator superfamily protein
1.411671877,0.004384001,0.044616062,Zm00001d048770,Zm00001d048770,Zm00001d048770,Ribosome associated membrane protein RAMP4
1.411429316,0.000447598,0.014753481,Zm00001d020929,Zm00001d020929,Zm00001d020929,Serine/threonine-protein kinase UCNL
1.410886049,8.30661E-05,0.007871061,Zm00001d008870,Zm00001d008870,Zm00001d008870,Thioredoxin superfamily protein
1.410729408,0.013658176,0.088019355,Zm00001d033747,Zm00001d033747,Zm00001d033747,Glutamine synthetase root isozyme 2
1.41014719,0.001088562,0.021543343,Zm00001d010016,Zm00001d010016,Zm00001d010016,60S ribosomal protein L11-1
1.408409119,0.004766263,0.046728632,Zm00001d009652,Zm00001d009652,Zm00001d009652,acidic ribosomal protein P2a-2
1.407785177,0.004121647,0.042912276,Zm00001d034175,Zm00001d034175,Zm00001d034175,CCG-binding protein 1
1.407217503,4.51631E-05,0.006571333,Zm00001d049637,Zm00001d049637,Zm00001d049637,Chloroplast J-like domain 1
1.406826496,0.000796879,0.019056333,Zm00001d024571,Zm00001d024571,Zm00001d024571,60S ribosomal protein L34
1.405635357,0.000253047,0.011168805,Zm00001d019312,Zm00001d019312,Zm00001d019312,beta glucosidase aggregating factor1
1.404845715,0.011125597,0.077912636,Zm00001d016276,Zm00001d016276,Zm00001d016276,ribosomal protein S24
1.403526247,0.000937651,0.02020393,Zm00001d019597,Zm00001d019597,Zm00001d019597,Fiber protein Fb34
1.401643276,3.91069E-05,0.006208687,Zm00001d043314,Zm00001d043314,Zm00001d043314,Mal d 1-associated protein
1.401565075,0.000501933,0.015489183,Zm00001d009503,Zm00001d009503,Zm00001d009503,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
1.400924206,0.001267033,0.023197136,Zm00001d002993,Zm00001d002993,Zm00001d002993,Oxygen-evolving enhancer protein 3
1.399707437,0.001545291,0.025553844,Zm00001d046942,Zm00001d046942,Zm00001d046942,Fructose-1%252C6-bisphosphatase
1.399582267,0.002446031,0.032159049,Zm00001d028412,Zm00001d028412,Zm00001d028412,Filament-like plant protein 4
1.397331238,0.000198701,0.010254249,Zm00001d032172,Zm00001d032172,Zm00001d032172,ATP-dependent 6-phosphofructokinase 5 chloroplastic
1.394692898,0.011162592,0.078064933,Zm00001d021370,Zm00001d021370,Zm00001d021370,Protein CURVATURE THYLAKOID 1B chloroplastic
1.393866777,0.000467743,0.014921895,Zm00001d005035,Zm00001d005035,Zm00001d005035,Ethanolamine-phosphate cytidylyltransferase
1.393589497,0.000698631,0.018053569,Zm00001d044301,Zm00001d044301,Zm00001d044301,Protein phosphatase 2C ABI2
1.391445637,5.865E-05,0.007247911,Zm00001d032332,Zm00001d032332,Zm00001d032332,Quinone oxidoreductase-like protein At1g23740
1.391149998,0.000141802,0.009148986,Zm00001d023987,Zm00001d023987,Zm00001d023987,La-related protein 6B
1.390493393,0.00014102,0.009148986,Zm00001d034790,Zm00001d034790,Zm00001d034790,40S ribosomal protein S4-3
1.389975488,0.001808574,0.027466898,Zm00001d015921,Zm00001d015921,Zm00001d015921,Plasma membrane-associated cation-binding protein 1
1.389552414,0.01581619,0.096263092,Zm00001d048709,Zm00001d048709,Zm00001d048709,benzoxazinless1
1.388874054,0.000588474,0.016716033,Zm00001d022371,Zm00001d022371,Zm00001d022371,Uncharacterised protein family (UPF0114)
1.387201548,0.001300542,0.02354627,Zm00001d029027,Zm00001d029027,Zm00001d029027,ycf54 homolog
1.38649708,0.00267314,0.033800175,Zm00001d034373,Zm00001d034373,Zm00001d034373,Calcium-dependent protein kinase 1
1.385047244,0.00021277,0.010522765,Zm00001d028778,Zm00001d028778,Zm00001d028778,male sterile9
1.38441956,0.000491773,0.015323689,Zm00001d013573,Zm00001d013573,Zm00001d013573,Glucan endo-13-beta-glucosidase 7
1.383829117,0.005943768,0.053142248,Zm00001d014284,Zm00001d014284,Zm00001d014284,CMV 1a interacting protein 1
1.383178711,0.006933505,0.058085464,Zm00001d011594,Zm00001d011594,Zm00001d011594,Pentatricopeptide repeat-containing protein  mitochondrial
1.381568193,0.00317923,0.037031998,Zm00001d014788,Zm00001d014788,Zm00001d014788,Probable magnesium transporter NIPA6
1.380747318,0.001201777,0.022568623,Zm00001d000224,Zm00001d000224,Zm00001d000224,F-box protein SKP2A
1.379873514,9.53249E-05,0.008077398,Zm00001d011147,Zm00001d011147,Zm00001d011147,Ascorbate transporter chloroplastic
1.379038095,0.001891284,0.028118275,Zm00001d041393,Zm00001d041393,Zm00001d041393,Calcineurin B-like protein 2
1.376457095,0.007063904,0.058715066,Zm00001d006822,Zm00001d006822,Zm00001d006822,Pentatricopeptide repeat-containing protein PNM1 mitochondrial
1.376102448,3.00195E-05,0.005837848,Zm00001d029393,Zm00001d029393,Zm00001d029393,Cytochrome c oxidase subunit 6b-1
1.375691414,1.93966E-05,0.005296899,Zm00001d013319,Zm00001d013319,Zm00001d013319,Endoglucanase 25
1.374416351,4.40225E-05,0.006515963,Zm00001d052391,Zm00001d052391,Zm00001d052391,Expressed protein%3B  protein
1.374343157,4.6253E-05,0.006571333,Zm00001d026261,Zm00001d026261,Zm00001d026261,Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein
1.373958945,0.000109516,0.008274588,Zm00001d023316,Zm00001d023316,Zm00001d023316,Disease resistance protein RPM1
1.369685173,0.000514363,0.015681565,Zm00001d003248,Zm00001d003248,Zm00001d003248,Acid phosphatase/vanadium-dependent haloperoxidase-related protein
1.369650364,0.00589043,0.052908899,Zm00001d037636,Zm00001d037636,Zm00001d037636,Cellulose synthase-2%253B Cellulose synthase2
1.368459225,0.000537107,0.015964636,Zm00001d048157,Zm00001d048157,Zm00001d048157,40S ribosomal protein S3a
1.368198395,0.001459325,0.024724087,Zm00001d020450,Zm00001d020450,Zm00001d020450,60S ribosomal protein L34-3
1.367987633,0.00052619,0.015804027,Zm00001d048284,Zm00001d048284,Zm00001d048284,YlmG homolog protein 2 chloroplastic
1.363685131,0.001847293,0.027800599,Zm00001d004841,Zm00001d004841,Zm00001d004841,60S ribosomal protein L3-1
1.363288879,1.03492E-05,0.004283912,Zm00001d003265,Zm00001d003265,Zm00001d003265,Topoisomerase-like protein
1.362794876,0.000178181,0.009916627,Zm00001d020877,Zm00001d020877,Zm00001d020877,Photosystem I reaction center subunit V chloroplastic
1.361594915,0.000101527,0.008081838,Zm00001d003049,Zm00001d003049,Zm00001d003049,Casein kinase 1-like protein 6
1.358573511,0.000226903,0.010663118,Zm00001d013384,Zm00001d013384,Zm00001d013384,plant/MUD21-2 protein
1.358176708,0.003820411,0.041137417,Zm00001d023998,Zm00001d023998,Zm00001d023998,Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related
1.357300401,0.006090041,0.053938009,Zm00001d019101,Zm00001d019101,Zm00001d019101,Nuclear transcription factor Y subunit B-6
1.356831752,0.000953772,0.020328521,Zm00001d017989,Zm00001d017989,Zm00001d017989,GDSL esterase/lipase
1.356749415,0.001921556,0.028417929,Zm00001d020032,Zm00001d020032,Zm00001d020032,Probable carboxylesterase 15
1.356089592,0.000381428,0.013598606,Zm00001d044043,Zm00001d044043,Zm00001d044043,GDSL esterase/lipase
1.355898738,0.000266011,0.011440697,Zm00001d051877,Zm00001d051877,Zm00001d051877,Galactose oxidase/kelch repeat superfamily protein
1.35443759,0.002958669,0.035766979,Zm00001d041578,Zm00001d041578,Zm00001d041578,Expressed protein%3B  protein
1.35427618,0.001012271,0.020806099,Zm00001d031640,Zm00001d031640,Zm00001d031640,60S ribosomal protein L7a-1
1.353992462,0.001086617,0.021521298,Zm00001d052079,Zm00001d052079,Zm00001d052079,Lysine-ketoglutarate reductase/saccharopine dehydrogenase1
1.353837192,0.001697273,0.02667899,Zm00001d047276,Zm00001d047276,Zm00001d047276,brittle stalk2
1.350794315,0.000371718,0.013398186,Zm00001d028240,Zm00001d028240,Zm00001d028240,50S ribosomal protein L15 chloroplastic
1.349400818,0.000452729,0.014802959,Zm00001d050694,Zm00001d050694,Zm00001d050694,Serine decarboxylase
1.347003937,0.000285546,0.011813952,Zm00001d050339,Zm00001d050339,Zm00001d050339,Betaine aldehyde dehydrogenase 2 mitochondrial
1.345625401,0.000353611,0.013032252,Zm00001d038084,Zm00001d038084,Zm00001d038084,50S ribosomal protein L1 chloroplastic
1.343951762,0.000932311,0.020166231,Zm00001d004633,Zm00001d004633,Zm00001d004633,Transmembrane amino acid transporter family protein
1.342834473,0.000773283,0.018782318,Zm00001d008387,Zm00001d008387,Zm00001d008387,ribosomal protein S5
1.342799187,0.00308498,0.036485336,Zm00001d006509,Zm00001d006509,Zm00001d006509,Septum-promoting GTP-binding protein 1
1.342762232,0.00030638,0.01224174,Zm00001d010499,Zm00001d010499,Zm00001d010499,Sec14p-like phosphatidylinositol transfer family protein
1.341993332,0.000148074,0.009242619,Zm00001d005798,Zm00001d005798,Zm00001d005798,Ethylene-responsive transcription factor RAP2-2
1.341016293,7.09117E-05,0.007681223,Zm00001d011130,Zm00001d011130,Zm00001d011130,Nucleosome assembly protein 1%3B2
1.340872347,0.001749202,0.027061011,Zm00001d022342,Zm00001d022342,Zm00001d022342,DNAse I-like superfamily protein
1.339660645,5.91644E-05,0.007247911,Zm00001d046399,Zm00001d046399,Zm00001d046399,Beta-glucuronosyltransferase GlcAT14B
1.339562178,0.000105158,0.008274588,Zm00001d036280,Zm00001d036280,Zm00001d036280,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
1.339511395,0.001256597,0.023139139,Zm00001d021018,Zm00001d021018,Zm00001d021018,60S ribosomal protein L32-1
1.339168787,0.003245169,0.037522202,Zm00001d015477,Zm00001d015477,Zm00001d015477,Protein ECERIFERUM 3
1.337545872,0.002248955,0.030699721,Zm00001d029065,Zm00001d029065,Zm00001d029065,Protein LRP16
1.334267139,0.012419944,0.083033303,Zm00001d009910,Zm00001d009910,Zm00001d009910,Catalytic/ oxidoreductase%252C acting on NADH or NADPH
1.333928406,0.000605495,0.016877753,Zm00001d045268,Zm00001d045268,Zm00001d045268,Histone H3.2
1.333578587,0.001260622,0.023146045,Zm00001d015085,Zm00001d015085,Zm00001d015085,Protein LOW PSII ACCUMULATION 2 chloroplastic
1.333246708,0.007215889,0.059525407,Zm00001d007633,Zm00001d007633,Zm00001d007633,Ribosome associated membrane protein RAMP4
1.333189726,0.001722611,0.026880941,Zm00001d028642,Zm00001d028642,Zm00001d028642,Beta-glucuronosyltransferase GlcAT14C
1.332828164,0.005769418,0.052299812,Zm00001d020054,Zm00001d020054,Zm00001d020054,Probable protein phosphatase 2C 8
1.330120206,0.001224369,0.022796911,Zm00001d037540,Zm00001d037540,Zm00001d037540,Fasciclin-like arabinogalactan protein 2
1.329789996,0.006008303,0.053503283,Zm00001d017830,Zm00001d017830,Zm00001d017830,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2
1.328482628,0.0031887,0.037054498,Zm00001d052216,Zm00001d052216,Zm00001d052216,ribosomal protein L29
1.327260971,0.000549463,0.016176853,Zm00001d009927,Zm00001d009927,Zm00001d009927,oxidoreductase 2OG-Fe(II) oxygenase family protein
1.325404644,0.000351102,0.012951902,Zm00001d026603,Zm00001d026603,Zm00001d026603,Magnesium-chelatase subunit ChlH chloroplastic
1.325186491,0.000420644,0.014284462,Zm00001d042721,Zm00001d042721,Zm00001d042721,G-box-binding factor 4
1.324245006,0.000142693,0.009148986,Zm00001d020976,Zm00001d020976,Zm00001d020976,methyl binding domain108
1.323254108,0.005159573,0.048925639,Zm00001d026278,Zm00001d026278,Zm00001d026278,Whole genome shotgun sequence of line PN40024 scaffold_11.assembly12x (Fragment)
1.321925163,0.000249694,0.011125076,Zm00001d001881,Zm00001d001881,Zm00001d001881,Protein DJ-1 homolog D
1.321802855,0.001955261,0.028750816,Zm00001d020828,Zm00001d020828,Zm00001d020828,Phosphatidylinositol 3-and 4-kinase family-like
1.321277142,0.000544127,0.01608816,Zm00001d018099,Zm00001d018099,Zm00001d018099,adenosine 5'-phosphosulfate reductase-like4
1.320421219,0.006925261,0.058041125,Zm00001d008762,Zm00001d008762,Zm00001d008762,Ribosome biogenesis regulatory protein homolog
1.318644762,0.004639826,0.045964166,Zm00001d009425,Zm00001d009425,Zm00001d009425,Cyclin/Brf1-like TBP-binding protein
1.317126513,0.004288071,0.044015691,Zm00001d033837,Zm00001d033837,Zm00001d033837,Sec14p-like phosphatidylinositol transfer family protein
1.316593409,0.000683204,0.017831227,Zm00001d036985,Zm00001d036985,Zm00001d036985,40S ribosomal protein S24
1.315625906,0.000800087,0.019056704,Zm00001d003446,Zm00001d003446,Zm00001d003446,Gamma-glutamyltranspeptidase 1
1.315558434,0.001631567,0.026060011,Zm00001d047707,Zm00001d047707,Zm00001d047707,40S ribosomal protein S7-2
1.314940929,0.000111144,0.008274588,Zm00001d037590,Zm00001d037590,Zm00001d037590,protein disulfide isomerase7
1.314111114,0.002567068,0.033043334,Zm00001d038941,Zm00001d038941,Zm00001d038941,Homeobox-leucine zipper protein HAT9
1.312260151,0.000577639,0.016544117,Zm00001d045044,Zm00001d045044,Zm00001d045044,AP2-EREBP-transcription factor 160
1.311893702,0.010027439,0.07323432,Zm00001d027542,Zm00001d027542,Zm00001d027542,glutathione transferase10
1.310897589,0.00229103,0.031077077,Zm00001d044109,Zm00001d044109,Zm00001d044109,Tonoplast dicarboxylate transporter
1.310804605,9.81426E-06,0.004204016,Zm00001d028698,Zm00001d028698,Zm00001d028698,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1.308703423,0.002984672,0.035969731,Zm00001d044555,Zm00001d044555,Zm00001d044555,Calcium permeable stress-gated cation channel 1
1.307498932,0.003912541,0.041661728,Zm00001d009509,Zm00001d009509,Zm00001d009509,60S ribosomal protein L37a
1.307185888,0.002138883,0.029846676,Zm00001d018077,Zm00001d018077,Zm00001d018077,Photosynthetic NDH subunit of lumenal location 4 chloroplastic
1.305845737,0.001572723,0.025715498,Zm00001d028807,Zm00001d028807,Zm00001d028807,40S ribosomal protein S28
1.304390907,0.002422892,0.032012583,Zm00001d049858,Zm00001d049858,Zm00001d049858,Import inner membrane translocase subunit Tim8%253B Mitochondrial import inner membrane translocase subunit Tim8
1.304178715,0.006850271,0.057695447,Zm00001d045139,Zm00001d045139,Zm00001d045139,vacuolar proton pump homolog1
1.302654266,0.001239848,0.022927363,Zm00001d028227,Zm00001d028227,Zm00001d028227,Probable glucan 13-alpha-glucosidase
1.301140308,0.000235575,0.010891715,Zm00001d027369,Zm00001d027369,Zm00001d027369,Protein-ribulosamine 3-kinase chloroplastic
1.300918341,0.000466087,0.014921895,Zm00001d032528,Zm00001d032528,Zm00001d032528,hydroxycinnamoyltransferase13
1.299993038,0.008168431,0.064178898,Zm00001d034418,Zm00001d034418,Zm00001d034418,Acyl-CoA N-acyltransferases (NAT) superfamily protein
1.298803955,0.00162394,0.026012141,Zm00001d046919,Zm00001d046919,Zm00001d046919,Chloride channel protein CLC-b
1.297114372,0.002593724,0.033201696,Zm00001d008594,Zm00001d008594,Zm00001d008594,60S ribosomal protein L26-1
1.295415401,0.000609389,0.016923932,Zm00001d009000,Zm00001d009000,Zm00001d009000,40S ribosomal protein S15a-1
1.295007437,0.004381971,0.044606946,Zm00001d043057,Zm00001d043057,Zm00001d043057,Protein kinase superfamily protein
1.29500246,0.000486513,0.015305311,Zm00001d028555,Zm00001d028555,Zm00001d028555,17.4 kDa class I heat shock protein 3
1.29425621,0.001600217,0.025853296,Zm00001d008294,Zm00001d008294,Zm00001d008294,Translin family protein
1.294159412,4.01598E-05,0.006278019,Zm00001d039200,Zm00001d039200,Zm00001d039200,Putative ACR family protein
1.293663025,0.001414371,0.024469308,Zm00001d047045,Zm00001d047045,Zm00001d047045,Plant intracellular Ras-group-related LRR protein 4
1.293176174,0.001594442,0.025833291,Zm00001d039006,Zm00001d039006,Zm00001d039006,Auxin response factor 3
1.293141697,0.002063013,0.029395171,Zm00001d044396,Zm00001d044396,Zm00001d044396,Chlorophyll a-b binding protein 48%252C chloroplastic
1.293102026,0.003417662,0.038554325,Zm00001d047763,Zm00001d047763,Zm00001d047763,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
1.293047428,0.002362372,0.031546092,Zm00001d013221,Zm00001d013221,Zm00001d013221,SWIb domain-containing protein
1.291761398,3.5722E-05,0.006134194,Zm00001d013927,Zm00001d013927,Zm00001d013927,Monothiol glutaredoxin-S17
1.290681005,0.000215574,0.010573764,Zm00001d047531,Zm00001d047531,Zm00001d047531,Putative AGC-like protein kinase family protein isoform 1%253B Putative AGC-like protein kinase family protein isoform 2%253B Putative AGC-like protein kinase family protein isoform 3%253B Serine/threonine-protein kinase AtPK19
1.290658951,0.001784434,0.027333444,Zm00001d009848,Zm00001d009848,Zm00001d009848,60S ribosomal protein L18-3
1.290120602,0.00297007,0.0358672,Zm00001d006388,Zm00001d006388,Zm00001d006388,Ribosomal protein L15
1.2894063,0.0020155,0.029042691,Zm00001d049790,Zm00001d049790,Zm00001d049790,60S ribosomal protein L32
1.289311409,0.009383273,0.070203165,Zm00001d014488,Zm00001d014488,Zm00001d014488,50S ribosomal protein L24 chloroplastic
1.289210677,0.012304406,0.082554218,Zm00001d004090,Zm00001d004090,Zm00001d004090,DEAD-box helicase family protein
